Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2021,"Food insecure, moderate",Atlantic provinces,All genders,45 to 54 years,,,,,12.3
2021,"Food insecure, severe",Atlantic provinces,All genders,45 to 54 years,,,,,5.2
2021,Food secure,Atlantic provinces,All genders,55 to 64 years,,,,,82.5
2021,Food insecure,Atlantic provinces,All genders,55 to 64 years,,,,,17.5
2021,"Food insecure, marginal",Atlantic provinces,All genders,55 to 64 years,,,,,4.6
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,55 to 64 years,,,,,12.9
2021,"Food insecure, moderate",Atlantic provinces,All genders,55 to 64 years,,,,,8.8
2021,"Food insecure, severe",Atlantic provinces,All genders,55 to 64 years,,,,,4.2
2021,Food secure,Atlantic provinces,All genders,65 years and over,,,,,86.2
2021,Food insecure,Atlantic provinces,All genders,65 years and over,,,,,13.8
2021,"Food insecure, marginal",Atlantic provinces,All genders,65 years and over,,,,,5.6
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,65 years and over,,,,,8.2
2021,"Food insecure, moderate",Atlantic provinces,All genders,65 years and over,,,,,6.2
2021,"Food insecure, severe",Atlantic provinces,All genders,65 years and over,,,,,2.0
2021,Food secure,Atlantic provinces,Man+,,All persons,,,,77.9
2021,Food insecure,Atlantic provinces,Man+,,All persons,,,,22.1
2021,"Food insecure, marginal",Atlantic provinces,Man+,,All persons,,,,5.9
2021,"Food insecure, moderate or severe",Atlantic provinces,Man+,,All persons,,,,16.2
2021,"Food insecure, moderate",Atlantic provinces,Man+,,All persons,,,,11.8
2021,"Food insecure, severe",Atlantic provinces,Man+,,All persons,,,,4.4
2021,Food secure,Atlantic provinces,Man+,"Men+, under 18 years",,,,,69.3
2021,Food insecure,Atlantic provinces,Man+,"Men+, under 18 years",,,,,30.7
2021,"Food insecure, marginal",Atlantic provinces,Man+,"Men+, under 18 years",,,,,6.5
2021,"Food insecure, moderate or severe",Atlantic provinces,Man+,"Men+, under 18 years",,,,,24.2
2021,"Food insecure, moderate",Atlantic provinces,Man+,"Men+, under 18 years",,,,,18.1
2021,"Food insecure, severe",Atlantic provinces,Man+,"Men+, under 18 years",,,,,6.1
2021,Food secure,Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,77.6
2021,Food insecure,Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,22.4
2021,"Food insecure, marginal",Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,5.7
2021,"Food insecure, moderate or severe",Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,16.7
2021,"Food insecure, moderate",Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,11.9
2021,"Food insecure, severe",Atlantic provinces,Man+,"Men+, 18 to 64 years",,,,,4.7
2021,Food secure,Atlantic provinces,Man+,"Men+, 65 years and over",,,,,86.2
2021,Food insecure,Atlantic provinces,Man+,"Men+, 65 years and over",,,,,13.8
2021,"Food insecure, marginal",Atlantic provinces,Man+,"Men+, 65 years and over",,,,,5.6
2021,"Food insecure, moderate or severe",Atlantic provinces,Man+,"Men+, 65 years and over",,,,,8.2
2021,"Food insecure, moderate",Atlantic provinces,Man+,"Men+, 65 years and over",,,,,6.3
2021,"Food insecure, severe",Atlantic provinces,Man+,"Men+, 65 years and over",,,,,1.9
2021,Food secure,Atlantic provinces,Woman+,,All persons,,,,77.0
2021,Food insecure,Atlantic provinces,Woman+,,All persons,,,,23.0
2021,"Food insecure, marginal",Atlantic provinces,Woman+,,All persons,,,,6.0
2021,"Food insecure, moderate or severe",Atlantic provinces,Woman+,,All persons,,,,17.0
2021,"Food insecure, moderate",Atlantic provinces,Woman+,,All persons,,,,11.8
2021,"Food insecure, severe",Atlantic provinces,Woman+,,All persons,,,,5.1
2021,Food secure,Atlantic provinces,Woman+,"Women+, under 18 years",,,,,70.0
2021,Food insecure,Atlantic provinces,Woman+,"Women+, under 18 years",,,,,30.0
2021,"Food insecure, marginal",Atlantic provinces,Woman+,"Women+, under 18 years",,,,,6.1
2021,"Food insecure, moderate or severe",Atlantic provinces,Woman+,"Women+, under 18 years",,,,,23.9
2021,"Food insecure, moderate",Atlantic provinces,Woman+,"Women+, under 18 years",,,,,18.0
2021,"Food insecure, severe",Atlantic provinces,Woman+,"Women+, under 18 years",,,,,6.0
2021,Food secure,Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,75.3
2021,Food insecure,Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,24.7
2021,"Food insecure, marginal",Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,6.2
2021,"Food insecure, moderate or severe",Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,18.4
2021,"Food insecure, moderate",Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,12.3
2021,"Food insecure, severe",Atlantic provinces,Woman+,"Women+, 18 to 64 years",,,,,6.1
2021,Food secure,Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,86.3
2021,Food insecure,Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,13.7
2021,"Food insecure, marginal",Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,5.6
2021,"Food insecure, moderate or severe",Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,8.2
2021,"Food insecure, moderate",Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,6.1
2021,"Food insecure, severe",Atlantic provinces,Woman+,"Women+, 65 years and over",,,,,2.1
2021,Food secure,Atlantic provinces,,,,Visible minority population,,,73.6
2021,Food insecure,Atlantic provinces,,,,Visible minority population,,,26.4
2021,"Food insecure, marginal",Atlantic provinces,,,,Visible minority population,,,9.3
2021,"Food insecure, moderate or severe",Atlantic provinces,,,,Visible minority population,,,17.0
2021,"Food insecure, moderate",Atlantic provinces,,,,Visible minority population,,,14.8
2021,Food secure,Atlantic provinces,,,,South Asian,,,78.7
2021,Food secure,Atlantic provinces,,,,Chinese,,,80.3
2021,Food secure,Atlantic provinces,,,,Black,,,61.8
2021,Food insecure,Atlantic provinces,,,,Black,,,38.2
2021,Food secure,Atlantic provinces,,,,Filipino,,,78.4
2021,Food secure,Atlantic provinces,,,,Arab,,,84.0
2021,Food secure,Atlantic provinces,,,,Latin American,,,75.0
2021,Food insecure,Atlantic provinces,,,,Southeast Asian,,,57.9
2021,Food secure,Atlantic provinces,,,,Other visible minority,,,71.3
2021,Food insecure,Atlantic provinces,,,,Other visible minority,,,28.7
2021,Food secure,Atlantic provinces,,,,Not a visible minority,,,77.8
2021,Food insecure,Atlantic provinces,,,,Not a visible minority,,,22.2
2021,"Food insecure, marginal",Atlantic provinces,,,,Not a visible minority,,,5.6
2021,"Food insecure, moderate or severe",Atlantic provinces,,,,Not a visible minority,,,16.6
2021,"Food insecure, moderate",Atlantic provinces,,,,Not a visible minority,,,11.6
2021,"Food insecure, severe",Atlantic provinces,,,,Not a visible minority,,,5.0
2021,Food secure,Atlantic provinces,,,,,Indigenous population,,67.8
2021,Food insecure,Atlantic provinces,,,,,Indigenous population,,32.2
2021,"Food insecure, marginal",Atlantic provinces,,,,,Indigenous population,,3.7
2021,"Food insecure, moderate or severe",Atlantic provinces,,,,,Indigenous population,,28.5
2021,"Food insecure, moderate",Atlantic provinces,,,,,Indigenous population,,16.3
2021,"Food insecure, severe",Atlantic provinces,,,,,Indigenous population,,12.2
2021,Food secure,Atlantic provinces,,,,,Non-Indigenous population,,77.8
2021,Food insecure,Atlantic provinces,,,,,Non-Indigenous population,,22.2
2021,"Food insecure, marginal",Atlantic provinces,,,,,Non-Indigenous population,,6.0
2021,"Food insecure, moderate or severe",Atlantic provinces,,,,,Non-Indigenous population,,16.2
2021,"Food insecure, moderate",Atlantic provinces,,,,,Non-Indigenous population,,11.7
2021,"Food insecure, severe",Atlantic provinces,,,,,Non-Indigenous population,,4.5
2021,Food secure,Atlantic provinces,,,,,Not a visible minority nor Indigenous,,78.2
2021,Food insecure,Atlantic provinces,,,,,Not a visible minority nor Indigenous,,21.8
2021,"Food insecure, marginal",Atlantic provinces,,,,,Not a visible minority nor Indigenous,,5.7
2021,"Food insecure, moderate or severe",Atlantic provinces,,,,,Not a visible minority nor Indigenous,,16.1
2021,"Food insecure, moderate",Atlantic provinces,,,,,Not a visible minority nor Indigenous,,11.4
2021,"Food insecure, severe",Atlantic provinces,,,,,Not a visible minority nor Indigenous,,4.7
2021,Food secure,Atlantic provinces,,,,,,,84.8
2021,Food secure,Newfoundland and Labrador,All genders,Under 18 years,,,,10,70.9
2021,Food insecure,Newfoundland and Labrador,All genders,Under 18 years,,,,10,29.1
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,Under 18 years,,,,10,9.5
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,Under 18 years,,,,10,19.6
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,Under 18 years,,,,10,14.3
2021,Food secure,Newfoundland and Labrador,All genders,18 to 64 years,,,,10,76.8
2021,Food insecure,Newfoundland and Labrador,All genders,18 to 64 years,,,,10,23.2
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,18 to 64 years,,,,10,7.3
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,18 to 64 years,,,,10,15.9
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,18 to 64 years,,,,10,10.3
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,18 to 64 years,,,,10,5.6
2021,Food secure,Newfoundland and Labrador,All genders,18 to 24 years,,,,10,81.3
2021,Food insecure,Newfoundland and Labrador,All genders,18 to 24 years,,,,10,18.7
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,18 to 24 years,,,,10,15.4
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,18 to 24 years,,,,10,9.4
2021,Food secure,Newfoundland and Labrador,All genders,25 to 34 years,,,,10,76.5
2021,Food insecure,Newfoundland and Labrador,All genders,25 to 34 years,,,,10,23.5
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,25 to 34 years,,,,10,11.4
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,25 to 34 years,,,,10,12.1
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,25 to 34 years,,,,10,5.8
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,25 to 34 years,,,,10,6.3
2021,Food secure,Newfoundland and Labrador,All genders,35 to 44 years,,,,10,69.4
2021,Food insecure,Newfoundland and Labrador,All genders,35 to 44 years,,,,10,30.6
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,35 to 44 years,,,,10,9.5
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,35 to 44 years,,,,10,21.0
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,35 to 44 years,,,,10,15.7
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,35 to 44 years,,,,10,5.4
2021,Food secure,Newfoundland and Labrador,All genders,45 to 54 years,,,,10,74.7
2021,Food insecure,Newfoundland and Labrador,All genders,45 to 54 years,,,,10,25.3
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,45 to 54 years,,,,10,7.3
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,45 to 54 years,,,,10,18.0
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,45 to 54 years,,,,10,12.8
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,45 to 54 years,,,,10,5.2
2021,Food secure,Newfoundland and Labrador,All genders,55 to 64 years,,,,10,82.0
2021,Food insecure,Newfoundland and Labrador,All genders,55 to 64 years,,,,10,18.0
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,55 to 64 years,,,,10,5.0
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,55 to 64 years,,,,10,13.0
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,55 to 64 years,,,,10,7.6
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,55 to 64 years,,,,10,5.4
2021,Food secure,Newfoundland and Labrador,All genders,65 years and over,,,,10,82.3
2021,Food insecure,Newfoundland and Labrador,All genders,65 years and over,,,,10,17.7
2021,"Food insecure, marginal",Newfoundland and Labrador,All genders,65 years and over,,,,10,6.5
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,65 years and over,,,,10,11.2
2021,"Food insecure, moderate",Newfoundland and Labrador,All genders,65 years and over,,,,10,7.9
2021,"Food insecure, severe",Newfoundland and Labrador,All genders,65 years and over,,,,10,3.4
2021,Food secure,Newfoundland and Labrador,Man+,,All persons,,,10,77.7
2021,Food insecure,Newfoundland and Labrador,Man+,,All persons,,,10,22.3
2021,"Food insecure, marginal",Newfoundland and Labrador,Man+,,All persons,,,10,6.6
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,,All persons,,,10,15.7
2021,"Food insecure, moderate",Newfoundland and Labrador,Man+,,All persons,,,10,11.1
2021,"Food insecure, severe",Newfoundland and Labrador,Man+,,All persons,,,10,4.6
2021,Food secure,Newfoundland and Labrador,Man+,"Men+, under 18 years",,,,10,73.4
2021,Food insecure,Newfoundland and Labrador,Man+,"Men+, under 18 years",,,,10,26.6
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,"Men+, under 18 years",,,,10,18.7
2021,"Food insecure, moderate",Newfoundland and Labrador,Man+,"Men+, under 18 years",,,,10,15.7
2021,Food secure,Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,78.0
2021,Food insecure,Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,22.0
2021,"Food insecure, marginal",Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,6.0
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,16.0
2021,"Food insecure, moderate",Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,10.7
2021,"Food insecure, severe",Newfoundland and Labrador,Man+,"Men+, 18 to 64 years",,,,10,5.3
2021,Food secure,Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,80.2
2021,Food insecure,Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,19.8
2021,"Food insecure, marginal",Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,7.3
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,12.5
2021,"Food insecure, moderate",Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,8.8
2021,"Food insecure, severe",Newfoundland and Labrador,Man+,"Men+, 65 years and over",,,,10,3.7
2021,Food secure,Newfoundland and Labrador,Woman+,,All persons,,,10,76.6
2021,Food insecure,Newfoundland and Labrador,Woman+,,All persons,,,10,23.4
2021,"Food insecure, marginal",Newfoundland and Labrador,Woman+,,All persons,,,10,8.4
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,,All persons,,,10,15.0
2021,"Food insecure, moderate",Newfoundland and Labrador,Woman+,,All persons,,,10,9.6
2021,"Food insecure, severe",Newfoundland and Labrador,Woman+,,All persons,,,10,5.5
2021,Food secure,Newfoundland and Labrador,Woman+,"Women+, under 18 years",,,,10,68.3
2021,Food insecure,Newfoundland and Labrador,Woman+,"Women+, under 18 years",,,,10,31.7
2021,"Food insecure, marginal",Newfoundland and Labrador,Woman+,"Women+, under 18 years",,,,10,11.3
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,"Women+, under 18 years",,,,10,20.4
2021,"Food insecure, moderate",Newfoundland and Labrador,Woman+,"Women+, under 18 years",,,,10,12.8
2021,Food secure,Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,75.6
2021,Food insecure,Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,24.4
2021,"Food insecure, marginal",Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,8.7
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,15.7
2021,"Food insecure, moderate",Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,9.8
2021,"Food insecure, severe",Newfoundland and Labrador,Woman+,"Women+, 18 to 64 years",,,,10,5.9
2021,Food secure,Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,84.2
2021,Food insecure,Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,15.8
2021,"Food insecure, marginal",Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,5.7
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,10.1
2021,"Food insecure, moderate",Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,7.0
2021,"Food insecure, severe",Newfoundland and Labrador,Woman+,"Women+, 65 years and over",,,,10,3.1
2021,Food secure,Newfoundland and Labrador,,,,Visible minority population,,10,68.0
2021,Food secure,Newfoundland and Labrador,,,,Not a visible minority,,10,77.5
2021,Food insecure,Newfoundland and Labrador,,,,Not a visible minority,,10,22.5
2021,"Food insecure, marginal",Newfoundland and Labrador,,,,Not a visible minority,,10,7.0
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,,,,Not a visible minority,,10,15.5
2021,"Food insecure, moderate",Newfoundland and Labrador,,,,Not a visible minority,,10,10.4
2021,"Food insecure, severe",Newfoundland and Labrador,,,,Not a visible minority,,10,5.1
2021,Food secure,Newfoundland and Labrador,,,,,Indigenous population,10,71.5
2021,Food insecure,Newfoundland and Labrador,,,,,Indigenous population,10,28.5
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,,,,,Indigenous population,10,24.8
2021,Food secure,Newfoundland and Labrador,,,,,Non-Indigenous population,10,77.6
2021,Food insecure,Newfoundland and Labrador,,,,,Non-Indigenous population,10,22.4
2021,"Food insecure, marginal",Newfoundland and Labrador,,,,,Non-Indigenous population,10,7.8
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,,,,,Non-Indigenous population,10,14.6
2021,"Food insecure, moderate",Newfoundland and Labrador,,,,,Non-Indigenous population,10,10.0
2021,"Food insecure, severe",Newfoundland and Labrador,,,,,Non-Indigenous population,10,4.6
2021,Food secure,Newfoundland and Labrador,,,,,Not a visible minority nor Indigenous,10,78.1
2021,Food insecure,Newfoundland and Labrador,,,,,Not a visible minority nor Indigenous,10,21.9
2021,"Food insecure, marginal",Newfoundland and Labrador,,,,,Not a visible minority nor Indigenous,10,7.2
2021,"Food insecure, moderate or severe",Newfoundland and Labrador,,,,,Not a visible minority nor Indigenous,10,14.7
2021,"Food insecure, moderate",Newfoundland and Labrador,,,,,Not a visible minority nor Indigenous,10,10.0
